Date,PMMoV_gc_g_dry_weight,Plant,Population_Served,SC2_N_gc_g_dry_weight,SC2_Norm
2/23/2023,,Davis,68000,,
2/24/2023,1380001408,Davis,68000,304885.4070411985,0.000220931
2/25/2023,,Davis,68000,,
2/26/2023,,Davis,68000,,
2/27/2023,1800346750.1449275,Davis,68000,185568.43631304344,0.000103074
2/28/2023,,Davis,68000,,
3/1/2023,363463260.00000006,Davis,68000,106819.71528205129,0.000293894
3/2/2023,,Davis,68000,,
3/3/2023,553053599.3,Davis,68000,70051.42063649635,0.000126663
3/4/2023,,Davis,68000,,
3/5/2023,,Davis,68000,,
3/6/2023,654415034.3042072,Davis,68000,72041.84177087378,0.000110086
3/7/2023,,Davis,68000,,
3/8/2023,526733507.4285714,Davis,68000,94960.14459047618,0.000180281
3/9/2023,,Davis,68000,,
3/10/2023,695269655.6862746,Davis,68000,200334.47411764707,0.000288139
3/11/2023,,Davis,68000,,
3/12/2023,,Davis,68000,,
3/13/2023,963457859.1812865,Davis,68000,591192.7696842104,0.000613616
3/14/2023,,Davis,68000,,
3/15/2023,1570237137.927171,Davis,68000,350249.98767507006,0.000223055
3/16/2023,,Davis,68000,,
3/17/2023,426788679.7500001,Davis,68000,151407.1028,0.000354759
3/18/2023,,Davis,68000,,
3/19/2023,,Davis,68000,,
3/20/2023,444008007.4,Davis,68000,30502.21894736842,6.869745239089536e-05
3/21/2023,,Davis,68000,,
3/22/2023,471875504.7028424,Davis,68000,35250.44936434108,7.470285915040156e-05
3/23/2023,,Davis,68000,,
3/24/2023,393907112.9195402,Davis,68000,112662.26452576066,0.000286012
3/25/2023,,Davis,68000,,
3/26/2023,,Davis,68000,,
3/27/2023,606250273.5238097,Davis,68000,23914.367425328724,3.944636146112933e-05
3/28/2023,,Davis,68000,,
3/29/2023,531460014.69182384,Davis,68000,48364.30830117648,9.100272262104488e-05
3/30/2023,,Davis,68000,,
3/31/2023,,Davis,68000,,
4/1/2023,,Davis,68000,,
4/2/2023,,Davis,68000,,
4/3/2023,660180664.2998027,Davis,68000,71087.11986411418,0.000107678
4/4/2023,,Davis,68000,,
4/5/2023,462682389.6296296,Davis,68000,49943.54819607844,0.000107943
4/6/2023,,Davis,68000,,
4/7/2023,667296506.6666667,Davis,68000,139433.18584396286,0.000208952
4/8/2023,,Davis,68000,,
4/9/2023,,Davis,68000,,
4/10/2023,914756451.2727274,Davis,68000,64772.31915,7.080826712185028e-05
4/11/2023,,Davis,68000,,
4/12/2023,860638068.7058825,Davis,68000,198448.88165536337,0.000230583
4/13/2023,,Davis,68000,,
4/14/2023,419006378.0298508,Davis,68000,64203.32060389816,0.000153228
4/15/2023,,Davis,68000,,
4/16/2023,,Davis,68000,,
4/17/2023,526884480.27705634,Davis,68000,85433.18870832698,0.000162148
4/18/2023,,Davis,68000,,
4/19/2023,614476837.5172416,Davis,68000,159071.80455767413,0.000258874
4/20/2023,,Davis,68000,,
4/21/2023,1210400466.918239,Davis,68000,77441.56332235296,6.398011686126029e-05
4/22/2023,,Davis,68000,,
4/23/2023,,Davis,68000,,
4/24/2023,1329479036.5866666,Davis,68000,77467.17386,5.826881938369702e-05
4/25/2023,,Davis,68000,,
4/26/2023,318366544.1693122,Davis,68000,50810.73812,0.000159598
4/27/2023,,Davis,68000,,
4/28/2023,712688364.3,Davis,68000,232056.21964196768,0.000325607
4/29/2023,,Davis,68000,,
4/30/2023,,Davis,68000,,
5/1/2023,1029952195.8620688,Davis,68000,143610.2749,0.000139434
5/2/2023,,Davis,68000,,
5/3/2023,546855481.5,Davis,68000,133833.7902058824,0.000244733
5/4/2023,,Davis,68000,,
5/5/2023,494556597.33333343,Davis,68000,62752.31062519159,0.000126886
5/6/2023,,Davis,68000,,
5/7/2023,,Davis,68000,,
5/8/2023,1982352100.1739128,Davis,68000,38601.72798870588,1.9472690035901962e-05
5/9/2023,,Davis,68000,,
5/10/2023,710503263.5441595,Davis,68000,59292.12459631974,8.34508828299486e-05
5/11/2023,,Davis,68000,,
5/12/2023,631861891.1711712,Davis,68000,87531.08574,0.000138529
5/13/2023,,Davis,68000,,
5/14/2023,,Davis,68000,,
5/15/2023,510209021.9,Davis,68000,40373.819964959286,7.91319208953881e-05
5/16/2023,,Davis,68000,,
5/17/2023,953945734.5185184,Davis,68000,52959.24662570807,5.551599499780561e-05
5/18/2023,,Davis,68000,,
5/19/2023,824580319.7500001,Davis,68000,122241.67954264708,0.000148247
5/20/2023,,Davis,68000,,
5/21/2023,,Davis,68000,,
5/22/2023,854164788.6153847,Davis,68000,55177.495704615394,6.459818578340021e-05
5/23/2023,,Davis,68000,,
5/24/2023,1062430497.0570568,Davis,68000,46725.80652701643,4.398010661068878e-05
5/25/2023,,Davis,68000,,
5/26/2023,767009789.7086419,Davis,68000,49551.960812339865,6.460407869261068e-05
5/27/2023,,Davis,68000,,
5/28/2023,,Davis,68000,,
5/29/2023,403217570.0229885,Davis,68000,44368.18194,0.000110035
5/30/2023,,Davis,68000,,
5/31/2023,561420160.7673861,Davis,68000,61562.64049604739,0.000109655
6/1/2023,,Davis,68000,,
6/2/2023,1472174977.7352476,Davis,68000,125501.55356892767,8.524907396673439e-05
6/3/2023,,Davis,68000,,
6/4/2023,,Davis,68000,,
6/5/2023,702677337.4502923,Davis,68000,20162.85572656347,2.8694330458593734e-05
6/6/2023,,Davis,68000,,
6/7/2023,561550203.6223507,Davis,68000,79315.29902590957,0.000141243
6/8/2023,,Davis,68000,,
6/9/2023,587539095.4954956,Davis,68000,107607.1291955485,0.000183149
6/10/2023,,Davis,68000,,
6/11/2023,,Davis,68000,,
6/12/2023,5871476845.714286,Davis,68000,38803.214155550224,6.608765592573784e-06
6/13/2023,,Davis,68000,,
6/14/2023,477824095.0303031,Davis,68000,21542.742652950903,4.5085090678787734e-05
6/15/2023,,Davis,68000,,
6/16/2023,1316671288.2304523,Davis,68000,81083.13582,6.158191231443083e-05
6/17/2023,,Davis,68000,,
6/18/2023,,Davis,68000,,
6/19/2023,514328915.3539518,Davis,68000,27298.624894020624,5.3076201005020704e-05
6/20/2023,,Davis,68000,,
6/21/2023,398028194.54545456,Davis,68000,24009.494220748667,6.0321089183562344e-05
6/22/2023,,Davis,68000,,
6/23/2023,1328920525.5865922,Davis,68000,59516.10930371345,4.478530367904637e-05
6/24/2023,,Davis,68000,,
6/25/2023,,Davis,68000,,
6/26/2023,656305463.7948718,Davis,68000,64489.60986352943,9.826157699593013e-05
6/27/2023,,Davis,68000,,
6/28/2023,1050159544.9462366,Davis,68000,393588.0252265654,0.000374789
6/29/2023,,Davis,68000,,
6/30/2023,632109084.9372936,Davis,68000,34514.02888945836,5.4601380856410585e-05
7/1/2023,,Davis,68000,,
7/2/2023,,Davis,68000,,
7/3/2023,943161151.5328468,Davis,68000,56601.38742450838,6.001242452842605e-05
7/4/2023,,Davis,68000,,
7/5/2023,1431848823.1111114,Davis,68000,39530.11354180393,2.7607742454202087e-05
7/6/2023,,Davis,68000,,
7/7/2023,772475652.0930232,Davis,68000,119026.45699151851,0.000154084
7/8/2023,,Davis,68000,,
7/9/2023,,Davis,68000,,
7/10/2023,736734856.5185186,Davis,68000,127223.06483790852,0.000172685
7/11/2023,,Davis,68000,,
7/12/2023,648774429.3084112,Davis,68000,52614.51108785047,8.109831200335246e-05
7/13/2023,,Davis,68000,,
7/14/2023,470515052.9411765,Davis,68000,41265.52924885813,8.770288854927906e-05
7/15/2023,,Davis,68000,,
7/16/2023,,Davis,68000,,
7/17/2023,1533051853.4453783,Davis,68000,60114.55930337124,3.921234573264425e-05
7/18/2023,,Davis,68000,,
7/19/2023,1131724039.9999998,Davis,68000,106004.09856274512,9.366603060119245e-05
7/20/2023,,Davis,68000,,
7/21/2023,559063509.1402715,Davis,68000,58741.462164067074,0.000105071
7/22/2023,,Davis,68000,,
7/23/2023,,Davis,68000,,
7/24/2023,677421309.2682925,Davis,68000,43978.69800929699,6.492074785306057e-05
7/25/2023,,Davis,68000,,
7/26/2023,758838613.8074074,Davis,68000,161400.69141416994,0.000212694
7/27/2023,,Davis,68000,,
7/28/2023,686752960,Davis,68000,299914.4936935367,0.000436714
7/29/2023,,Davis,68000,,
7/30/2023,,Davis,68000,,
7/31/2023,630443032.2330098,Davis,68000,47751.16195,7.574223126481191e-05
8/1/2023,,Davis,68000,,
8/2/2023,686444593.0821255,Davis,68000,116702.9498748508,0.000170011
8/3/2023,,Davis,68000,,
8/4/2023,534744252.4444445,Davis,68000,86312.77269542485,0.000161409
8/5/2023,,Davis,68000,,
8/6/2023,,Davis,68000,,
8/7/2023,467791664.4383562,Davis,68000,100422.44987332798,0.000214673
8/8/2023,,Davis,68000,,
8/9/2023,610819718.6306306,Davis,68000,166991.31512623213,0.000273389
8/10/2023,,Davis,68000,,
8/11/2023,609445873.6716418,Davis,68000,443966.84428165056,0.000728476
8/12/2023,,Davis,68000,,
8/13/2023,,Davis,68000,,
8/14/2023,910938834.5355192,Davis,68000,360289.87767328834,0.000395515
8/15/2023,,Davis,68000,,
8/16/2023,733031852.2605367,Davis,68000,216552.0470285328,0.00029542
8/17/2023,892689365.0125313,Davis,68000,118079.39514621848,0.000132274
8/18/2023,709479219.1827958,Davis,68000,131081.20057988615,0.000184757
8/19/2023,,Davis,68000,,
8/20/2023,,Davis,68000,,
8/21/2023,,Davis,68000,,
8/22/2023,,Davis,68000,,
8/23/2023,462906695.02109706,Davis,68000,553515.8181647061,0.001195739
8/24/2023,,Davis,68000,,
8/25/2023,551904975,Davis,68000,167796.0993,0.000304031
8/26/2023,,Davis,68000,,
8/27/2023,,Davis,68000,,
8/28/2023,1006516126.4516128,Davis,68000,315079.5775468691,0.00031304
8/29/2023,,Davis,68000,,
8/30/2023,5181243442.494004,Davis,68000,273541.3327573423,5.279453393636963e-05
8/31/2023,,Davis,68000,,
9/1/2023,588089182.0479304,Davis,68000,361637.5979995388,0.000614937
9/2/2023,,Davis,68000,,
9/3/2023,,Davis,68000,,
9/4/2023,701124700.9647696,Davis,68000,139227.5352042085,0.000198577
9/5/2023,,Davis,68000,,
9/6/2023,225223999,Davis,68000,77095.39947764706,0.000342305
9/7/2023,,Davis,68000,,
9/8/2023,894415461.7076023,Davis,68000,296035.4544016512,0.000330982
9/9/2023,,Davis,68000,,
9/10/2023,,Davis,68000,,
9/11/2023,643742321.3763441,Davis,68000,128622.84640759011,0.000199805
9/12/2023,,Davis,68000,,
9/13/2023,709012241.5353534,Davis,68000,159088.5111714795,0.00022438
9/14/2023,,Davis,68000,,
9/15/2023,659971362.2038568,Davis,68000,109076.28345746234,0.000165274
9/16/2023,,Davis,68000,,
9/17/2023,,Davis,68000,,
9/18/2023,579640042.6666666,Davis,68000,54875.77505486068,9.467216033316399e-05
9/19/2023,,Davis,68000,,
9/20/2023,438682446.85358256,Davis,68000,170690.8332613524,0.000389099
9/21/2023,,Davis,68000,,
9/22/2023,401997549.0509803,Davis,68000,71487.22546,0.00017783
9/23/2023,,Davis,68000,,
9/24/2023,,Davis,68000,,
9/25/2023,986789344.8995984,Davis,68000,148431.66441615875,0.000150419
9/26/2023,,Davis,68000,,
9/27/2023,1499114611.9174042,Davis,68000,174003.42853763665,0.000116071
9/28/2023,,Davis,68000,,
9/29/2023,1072737695.5733334,Davis,68000,726123.0626469648,0.000676888
9/30/2023,,Davis,68000,,
10/1/2023,,Davis,68000,,
10/2/2023,719605988.6590037,Davis,68000,157107.59293684922,0.000218324
10/3/2023,,Davis,68000,,
10/4/2023,541614108.6222223,Davis,68000,384805.6591,0.000710479
10/5/2023,,Davis,68000,,
10/6/2023,505154290.53721696,Davis,68000,139023.50316573383,0.00027521
10/7/2023,,Davis,68000,,
10/8/2023,,Davis,68000,,
10/9/2023,484933621.0349652,Davis,68000,63161.43327855204,0.000130248
10/10/2023,,Davis,68000,,
10/11/2023,806001484.0430108,Davis,68000,414420.8977,0.000514169
10/12/2023,,Davis,68000,,
10/13/2023,969733960.7272727,Davis,68000,418326.5946729412,0.000431383
10/14/2023,,Davis,68000,,
10/15/2023,,Davis,68000,,
10/16/2023,650041036.5957447,Davis,68000,77976.15291514393,0.000119956
10/17/2023,,Davis,68000,,
10/18/2023,613113778.0584797,Davis,68000,217002.7202542828,0.000353935
10/19/2023,,Davis,68000,,
10/20/2023,518717510.48205125,Davis,68000,150366.12429900453,0.000289881
10/21/2023,,Davis,68000,,
10/22/2023,,Davis,68000,,
10/23/2023,851028369.7142856,Davis,68000,109329.79902184875,0.000128468
10/24/2023,,Davis,68000,,
10/25/2023,505195016.6195287,Davis,68000,156264.17443897802,0.000309315
10/26/2023,,Davis,68000,,
10/27/2023,514817461.45318353,Davis,68000,117481.28666226042,0.0002282
10/28/2023,,Davis,68000,,
10/29/2023,,Davis,68000,,
10/30/2023,6312082073,Davis,68000,35367.06006603416,5.6030735431426675e-06
10/31/2023,,Davis,68000,,
11/1/2023,833190882.5971013,Davis,68000,107159.78951693096,0.000128614
11/2/2023,,Davis,68000,,
11/3/2023,725929752.5760001,Davis,68000,272161.7399,0.000374915
11/4/2023,,Davis,68000,,
11/5/2023,,Davis,68000,,
11/6/2023,349009122.4417671,Davis,68000,213207.2941,0.000610893
11/7/2023,,Davis,68000,,
11/8/2023,837014415.8,Davis,68000,88734.05996,0.000106013
11/9/2023,,Davis,68000,,
11/10/2023,,Davis,68000,,
11/11/2023,,Davis,68000,,
11/12/2023,,Davis,68000,,
11/13/2023,414775677.4644808,Davis,68000,59013.39521002893,0.000142278
11/14/2023,,Davis,68000,,
11/15/2023,304683693.5340501,Davis,68000,52283.89339304239,0.000171601
11/16/2023,,Davis,68000,,
11/17/2023,434222303.14285713,Davis,68000,107994.01623865547,0.000248707
11/18/2023,,Davis,68000,,
11/19/2023,,Davis,68000,,
11/20/2023,445570692.2666667,Davis,68000,43915.695187200006,9.856055604509371e-05
11/21/2023,,Davis,68000,,
11/22/2023,616802698.5688074,Davis,68000,59301.11149349164,9.614275623483886e-05
11/23/2023,,Davis,68000,,
11/24/2023,,Davis,68000,,
11/25/2023,,Davis,68000,,
11/26/2023,,Davis,68000,,
11/27/2023,548100290.7189543,Davis,68000,67869.17243238757,0.000123826
11/28/2023,,Davis,68000,,
11/29/2023,689097958.4761904,Davis,68000,128099.31166050422,0.000185894
11/30/2023,,Davis,68000,,
12/1/2023,1529385606.021505,Davis,68000,153059.8944409867,0.000100079
12/2/2023,,Davis,68000,,
12/3/2023,,Davis,68000,,
12/4/2023,646463287.8155136,Davis,68000,31639.177656470594,4.894195579672224e-05
12/5/2023,,Davis,68000,,
12/6/2023,653090046.5136611,Davis,68000,168700.45967213114,0.000258311
12/7/2023,,Davis,68000,,
12/8/2023,343351328.07960194,Davis,68000,63193.72162163301,0.00018405
12/9/2023,,Davis,68000,,
12/10/2023,,Davis,68000,,
12/11/2023,366353513.7627119,Davis,68000,115354.73812482554,0.000314873
12/12/2023,,Davis,68000,,
12/13/2023,738336908.2857143,Davis,68000,763011.8233663867,0.00103342
12/14/2023,,Davis,68000,,
12/15/2023,363095224.7531806,Davis,68000,137455.73393300403,0.000378567
12/16/2023,,Davis,68000,,
12/17/2023,,Davis,68000,,
12/18/2023,429504849.8,Davis,68000,69221.36281010286,0.000161165
12/19/2023,,Davis,68000,,
12/20/2023,244983951.7866667,Davis,68000,562210.4851546353,0.002294887
12/21/2023,,Davis,68000,,
12/22/2023,302545521.26984125,Davis,68000,171389.66757796454,0.000566492
12/23/2023,,Davis,68000,,
12/24/2023,,Davis,68000,,
12/25/2023,,Davis,68000,,
12/26/2023,,Davis,68000,,
12/27/2023,413164965.8715597,Davis,68000,192810.3991348084,0.000466667
12/28/2023,,Davis,68000,,
12/29/2023,367254417.10891086,Davis,68000,584123.0966327315,0.001590513
12/30/2023,,Davis,68000,,
12/31/2023,,Davis,68000,,
1/1/2024,,Davis,68000,,
1/2/2024,,Davis,68000,,
1/3/2024,272717032.41407865,Davis,68000,88022.84447964927,0.000322763
1/4/2024,,Davis,68000,,
1/5/2024,337170618.8034188,Davis,68000,64199.52828315736,0.000190407
1/6/2024,,Davis,68000,,
1/7/2024,,Davis,68000,,
1/8/2024,318492660.53333336,Davis,68000,75380.88476941176,0.00023668
1/9/2024,,Davis,68000,,
1/10/2024,813341540.8130081,Davis,68000,313929.3549681492,0.000385975
1/11/2024,,Davis,68000,,
1/12/2024,403991920.6893424,Davis,68000,523499.7435,0.001295817
1/13/2024,,Davis,68000,,
1/14/2024,,Davis,68000,,
1/15/2024,,Davis,68000,,
1/16/2024,,Davis,68000,,
1/17/2024,557450866.6666667,Davis,68000,132208.79823891402,0.000237167
1/18/2024,,Davis,68000,,
1/19/2024,798849487.2820514,Davis,68000,135746.41537918555,0.000169927
1/20/2024,,Davis,68000,,
1/21/2024,,Davis,68000,,
1/22/2024,497864924.90534985,Davis,68000,158094.7515631082,0.000317545
1/23/2024,,Davis,68000,,
1/24/2024,332777127.6190475,Davis,68000,608001.6148795518,0.001827053
1/25/2024,,Davis,68000,,
1/26/2024,595631676.6738352,Davis,68000,71908.88409138523,0.000120727
1/27/2024,,Davis,68000,,
1/28/2024,,Davis,68000,,
1/29/2024,348450473.6618357,Davis,68000,139263.04464040918,0.000399664
1/30/2024,,Davis,68000,,
1/31/2024,550985234.1857923,Davis,68000,163844.49945766633,0.000297366
2/1/2024,,Davis,68000,,
2/2/2024,396863828.7515152,Davis,68000,74762.24756260963,0.000188383
2/3/2024,,Davis,68000,,
2/4/2024,,Davis,68000,,
2/5/2024,501514000.00000006,Davis,68000,24745.004092903226,4.934060483436798e-05
2/6/2024,,Davis,68000,,
2/7/2024,379923704.0792079,Davis,68000,64121.48539843914,0.000168775
2/8/2024,,Davis,68000,,
2/9/2024,883174103.5294117,Davis,68000,88423.3333,0.00010012
2/10/2024,,Davis,68000,,
2/11/2024,,Davis,68000,,
2/12/2024,424411957.8237549,Davis,68000,56931.11606306965,0.000134141
2/13/2024,,Davis,68000,,
2/14/2024,259600892.2,Davis,68000,51609.29222308037,0.000198802
2/15/2024,,Davis,68000,,
2/16/2024,920284054.2140676,Davis,68000,209314.3555350244,0.000227445
2/17/2024,,Davis,68000,,
2/18/2024,,Davis,68000,,
2/19/2024,,Davis,68000,,
2/20/2024,,Davis,68000,,
2/21/2024,427527506.5173333,Davis,68000,71233.14514,0.000166617
2/22/2024,,Davis,68000,,
2/23/2024,443473182.6938776,Davis,68000,35460.98426641056,7.996195858113186e-05
4/27/2022,1600000000,EspartoCSD_WWTP,3272,11000,6.875e-06
4/28/2022,,EspartoCSD_WWTP,3272,,
4/29/2022,1500000000,EspartoCSD_WWTP,3272,13000,8.666666666666666e-06
4/30/2022,,EspartoCSD_WWTP,3272,,
5/1/2022,,EspartoCSD_WWTP,3272,,
5/2/2022,1100000000,EspartoCSD_WWTP,3272,6300,5.727272727272727e-06
5/3/2022,2700000000,EspartoCSD_WWTP,3272,18000,6.666666666666667e-06
5/4/2022,1500000000,EspartoCSD_WWTP,3272,15000,1e-05
5/5/2022,160000000,EspartoCSD_WWTP,3272,15000,9.375e-05
5/6/2022,1200000000,EspartoCSD_WWTP,3272,20000,1.6666666666666667e-05
5/7/2022,,EspartoCSD_WWTP,3272,,
5/8/2022,,EspartoCSD_WWTP,3272,,
5/9/2022,3400000000,EspartoCSD_WWTP,3272,17000,5e-06
5/10/2022,1900000000,EspartoCSD_WWTP,3272,220000,0.000115789
5/11/2022,1600000000,EspartoCSD_WWTP,3272,47000,2.9375e-05
5/12/2022,1400000000,EspartoCSD_WWTP,3272,25000,1.785714285714286e-05
5/13/2022,1500000000,EspartoCSD_WWTP,3272,16000,1.0666666666666667e-05
5/14/2022,,EspartoCSD_WWTP,3272,,
5/15/2022,,EspartoCSD_WWTP,3272,,
5/16/2022,680000000,EspartoCSD_WWTP,3272,0,2.7598177591634676e-07
5/17/2022,2000000000,EspartoCSD_WWTP,3272,20000,1e-05
5/18/2022,1300000000,EspartoCSD_WWTP,3272,42000,3.230769230769231e-05
5/19/2022,730000000,EspartoCSD_WWTP,3272,13000,1.780821917808219e-05
5/20/2022,,EspartoCSD_WWTP,3272,,
5/21/2022,,EspartoCSD_WWTP,3272,,
5/22/2022,,EspartoCSD_WWTP,3272,,
5/23/2022,3600000000,EspartoCSD_WWTP,3272,71000,1.9722222222222224e-05
5/24/2022,,EspartoCSD_WWTP,3272,,
5/25/2022,,EspartoCSD_WWTP,3272,,
5/26/2022,2200000000,EspartoCSD_WWTP,3272,65000,2.9545454545454545e-05
5/27/2022,1500000000,EspartoCSD_WWTP,3272,71000,4.7333333333333336e-05
5/28/2022,,EspartoCSD_WWTP,3272,,
5/29/2022,,EspartoCSD_WWTP,3272,,
5/30/2022,,EspartoCSD_WWTP,3272,,
5/31/2022,1500000000,EspartoCSD_WWTP,3272,21000,1.4e-05
6/1/2022,1900000000,EspartoCSD_WWTP,3272,23000,1.2105263157894737e-05
6/2/2022,840000000,EspartoCSD_WWTP,3272,54000,6.428571428571429e-05
6/3/2022,770000000,EspartoCSD_WWTP,3272,46000,5.974025974025974e-05
6/4/2022,,EspartoCSD_WWTP,3272,,
6/5/2022,,EspartoCSD_WWTP,3272,,
6/6/2022,4300000000,EspartoCSD_WWTP,3272,37000,8.604651162790698e-06
6/7/2022,930000000,EspartoCSD_WWTP,3272,64000,6.881720430107527e-05
6/8/2022,1200000000,EspartoCSD_WWTP,3272,560000,0.000466667
6/9/2022,1300000000,EspartoCSD_WWTP,3272,270000,0.000207692
6/10/2022,370000000,EspartoCSD_WWTP,3272,180000,0.000486486
6/11/2022,,EspartoCSD_WWTP,3272,,
6/12/2022,,EspartoCSD_WWTP,3272,,
6/13/2022,1500000000,EspartoCSD_WWTP,3272,170000,0.000113333
6/14/2022,1800000000,EspartoCSD_WWTP,3272,110000,6.111111111111111e-05
6/15/2022,770000000,EspartoCSD_WWTP,3272,64000,8.311688311688311e-05
6/16/2022,590000000,EspartoCSD_WWTP,3272,84000,0.000142373
6/17/2022,940000000,EspartoCSD_WWTP,3272,250000,0.000265957
6/18/2022,,EspartoCSD_WWTP,3272,,
6/19/2022,,EspartoCSD_WWTP,3272,,
6/20/2022,1300000000,EspartoCSD_WWTP,3272,800000,0.000615385
6/21/2022,1200000000,EspartoCSD_WWTP,3272,95000,7.916666666666666e-05
6/22/2022,2400000000,EspartoCSD_WWTP,3272,96000,4e-05
6/23/2022,920000000,EspartoCSD_WWTP,3272,210000,0.000228261
6/24/2022,550000000,EspartoCSD_WWTP,3272,98000,0.000178182
6/25/2022,,EspartoCSD_WWTP,3272,,
6/26/2022,,EspartoCSD_WWTP,3272,,
6/27/2022,630000000,EspartoCSD_WWTP,3272,160000,0.000253968
6/28/2022,710000000,EspartoCSD_WWTP,3272,400000,0.00056338
6/29/2022,920000000,EspartoCSD_WWTP,3272,220000,0.00023913
6/30/2022,800000000,EspartoCSD_WWTP,3272,120000,0.00015
7/1/2022,770000000,EspartoCSD_WWTP,3272,230000,0.000298701
7/2/2022,,EspartoCSD_WWTP,3272,,
7/3/2022,,EspartoCSD_WWTP,3272,,
7/4/2022,,EspartoCSD_WWTP,3272,,
7/5/2022,2600000000,EspartoCSD_WWTP,3272,260000,0.0001
7/6/2022,1400000000,EspartoCSD_WWTP,3272,140000,0.0001
7/7/2022,670000000,EspartoCSD_WWTP,3272,240000,0.000358209
7/8/2022,920000000,EspartoCSD_WWTP,3272,360000,0.000391304
7/9/2022,,EspartoCSD_WWTP,3272,,
7/10/2022,,EspartoCSD_WWTP,3272,,
7/11/2022,730000000,EspartoCSD_WWTP,3272,890000,0.001219178
7/12/2022,730000000,EspartoCSD_WWTP,3272,320000,0.000438356
7/13/2022,820000000,EspartoCSD_WWTP,3272,390000,0.00047561
7/14/2022,950000000,EspartoCSD_WWTP,3272,170000,0.000178947
7/15/2022,550000000,EspartoCSD_WWTP,3272,110000,0.0002
7/16/2022,,EspartoCSD_WWTP,3272,,
7/17/2022,,EspartoCSD_WWTP,3272,,
7/18/2022,1500000000,EspartoCSD_WWTP,3272,70000,4.6666666666666665e-05
7/19/2022,550000000,EspartoCSD_WWTP,3272,82000,0.000149091
7/20/2022,480000000,EspartoCSD_WWTP,3272,23000,4.791666666666667e-05
7/21/2022,480000000,EspartoCSD_WWTP,3272,110000,0.000229167
7/22/2022,780000000,EspartoCSD_WWTP,3272,330000,0.000423077
7/23/2022,,EspartoCSD_WWTP,3272,,
7/24/2022,,EspartoCSD_WWTP,3272,,
7/25/2022,370000000,EspartoCSD_WWTP,3272,98000,0.000264865
7/26/2022,840000000,EspartoCSD_WWTP,3272,98000,0.000116667
7/27/2022,540000000,EspartoCSD_WWTP,3272,48000,8.888888888888889e-05
7/28/2022,1200000000,EspartoCSD_WWTP,3272,86000,7.166666666666667e-05
7/29/2022,620000000,EspartoCSD_WWTP,3272,110000,0.000177419
7/30/2022,,EspartoCSD_WWTP,3272,,
7/31/2022,,EspartoCSD_WWTP,3272,,
8/1/2022,600000000,EspartoCSD_WWTP,3272,83000,0.000138333
8/2/2022,290000000,EspartoCSD_WWTP,3272,100000,0.000344828
8/3/2022,550000000,EspartoCSD_WWTP,3272,54000,9.818181818181818e-05
8/4/2022,1200000000,EspartoCSD_WWTP,3272,220000,0.000183333
8/5/2022,900000000,EspartoCSD_WWTP,3272,200000,0.000222222
8/6/2022,,EspartoCSD_WWTP,3272,,
8/7/2022,,EspartoCSD_WWTP,3272,,
8/8/2022,670000000,EspartoCSD_WWTP,3272,89000,0.000132836
8/9/2022,820000000,EspartoCSD_WWTP,3272,190000,0.000231707
8/10/2022,1200000000,EspartoCSD_WWTP,3272,100000,8.333333333333333e-05
8/11/2022,990000000,EspartoCSD_WWTP,3272,180000,0.000181818
8/12/2022,,EspartoCSD_WWTP,3272,,
8/13/2022,,EspartoCSD_WWTP,3272,,
8/14/2022,,EspartoCSD_WWTP,3272,,
8/15/2022,,EspartoCSD_WWTP,3272,,
8/16/2022,1000000000,EspartoCSD_WWTP,3272,100000,0.0001
8/17/2022,790000000,EspartoCSD_WWTP,3272,1300000,0.00164557
8/18/2022,570000000,EspartoCSD_WWTP,3272,140000,0.000245614
8/19/2022,,EspartoCSD_WWTP,3272,,
8/20/2022,,EspartoCSD_WWTP,3272,,
8/21/2022,,EspartoCSD_WWTP,3272,,
8/22/2022,,EspartoCSD_WWTP,3272,,
8/23/2022,550000000,EspartoCSD_WWTP,3272,88000,0.00016
8/24/2022,550000000,EspartoCSD_WWTP,3272,42000,7.636363636363636e-05
8/25/2022,1100000000,EspartoCSD_WWTP,3272,69000,6.272727272727273e-05
8/26/2022,,EspartoCSD_WWTP,3272,,
8/27/2022,,EspartoCSD_WWTP,3272,,
8/28/2022,,EspartoCSD_WWTP,3272,,
8/29/2022,,EspartoCSD_WWTP,3272,,
8/30/2022,,EspartoCSD_WWTP,3272,,
8/31/2022,470000000,EspartoCSD_WWTP,3272,75000,0.000159574
9/1/2022,1500000000,EspartoCSD_WWTP,3272,19000,1.2666666666666667e-05
9/2/2022,,EspartoCSD_WWTP,3272,,
9/3/2022,,EspartoCSD_WWTP,3272,,
9/4/2022,,EspartoCSD_WWTP,3272,,
9/5/2022,16000000000,EspartoCSD_WWTP,3272,87000,5.4375e-06
9/6/2022,1100000000,EspartoCSD_WWTP,3272,53000,4.818181818181818e-05
9/7/2022,720000000,EspartoCSD_WWTP,3272,41000,5.6944444444444445e-05
9/8/2022,590000000,EspartoCSD_WWTP,3272,35000,5.932203389830509e-05
9/9/2022,,EspartoCSD_WWTP,3272,,
9/10/2022,,EspartoCSD_WWTP,3272,,
9/11/2022,,EspartoCSD_WWTP,3272,,
9/12/2022,,EspartoCSD_WWTP,3272,,
9/13/2022,659000000,EspartoCSD_WWTP,3272,29500,4.476479514415781e-05
